DOCKET NUMBER,NOV NUMBER,ADDRESS,STREET NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,WARD,ISSUING DEPARTMENT,HEARING DATE,CASE DISPOSITION,IMPOSED FINE,ADMIN COSTS,VIOLATION CODE
16BT04625A,16S0488804,6823 S EVANS AVE,6823,S,EVANS,AVE,20,Buildings,1/11/17,Liable,"$1,800 ",$40 ,62034
16BT04625A,16S0488804,6823 S EVANS AVE,6823,S,EVANS,AVE,20,Buildings,1/11/17,Liable,"$1,800 ",$40 ,61014
16BT04625A,16S0488804,6823 S EVANS AVE,6823,S,EVANS,AVE,20,Buildings,1/11/17,Liable,"$1,800 ",$40 ,64014
16BT04625A,16S0488804,6823 S EVANS AVE,6823,S,EVANS,AVE,20,Buildings,1/11/17,Liable,"$1,800 ",$40 ,62024
16BT04625A,16S0488804,6823 S EVANS AVE,6823,S,EVANS,AVE,20,Buildings,1/11/17,Liable,"$1,800 ",$40 ,41063
16BT04625A,16S0488804,6823 S EVANS AVE,6823,S,EVANS,AVE,20,Buildings,1/11/17,Liable,"$1,800 ",$40 ,138106
16BT04625A,16S0488804,6823 S EVANS AVE,6823,S,EVANS,AVE,20,Buildings,1/11/17,Liable,"$1,800 ",$40 ,198019
16BT04625A,16S0488804,6823 S EVANS AVE,6823,S,EVANS,AVE,20,Buildings,1/11/17,Liable,"$1,800 ",$40 ,190019
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,103015
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,101015
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,15012
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,134016
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,73034
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,102015
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,197019
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,105045
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,165017
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,197079
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,106015
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,220019
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,138056
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,41063
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,138106
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,190020
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,73024
16BT00002A,15WO460340,2657 S TRUMBULL AVE,2657,S,TRUMBULL,AVE,22,Buildings,2/2/17,Liable,"$1,800 ",$100 ,190019
16BT02982A,16W0478841,6119 S ALBANY AVE,6119,S,ALBANY,AVE,16,Buildings,2/9/17,Liable,"$1,800 ",$100 ,73024
16BT02982A,16W0478841,6119 S ALBANY AVE,6119,S,ALBANY,AVE,16,Buildings,2/9/17,Liable,"$1,800 ",$100 ,2071
16BT02982A,16W0478841,6119 S ALBANY AVE,6119,S,ALBANY,AVE,16,Buildings,2/9/17,Liable,"$1,800 ",$100 ,138056
16BT02982A,16W0478841,6119 S ALBANY AVE,6119,S,ALBANY,AVE,16,Buildings,2/9/17,Liable,"$1,800 ",$100 ,70024
16BT02982A,16W0478841,6119 S ALBANY AVE,6119,S,ALBANY,AVE,16,Buildings,2/9/17,Liable,"$1,800 ",$100 ,138106
16BT02982A,16W0478841,6119 S ALBANY AVE,6119,S,ALBANY,AVE,16,Buildings,2/9/17,Liable,"$1,800 ",$100 ,67024
16BT02982A,16W0478841,6119 S ALBANY AVE,6119,S,ALBANY,AVE,16,Buildings,2/9/17,Liable,"$1,800 ",$100 ,2020
16BT02982A,16W0478841,6119 S ALBANY AVE,6119,S,ALBANY,AVE,16,Buildings,2/9/17,Liable,"$1,800 ",$100 ,70014
16BT02982A,16W0478841,6119 S ALBANY AVE,6119,S,ALBANY,AVE,16,Buildings,2/9/17,Liable,"$1,800 ",$100 ,2011
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,190019
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,138056
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,106015
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,61014
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,101015
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,78014
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,162017
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,65034
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,63014
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,61074
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,105025
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,220036
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,103015
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,132046
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,70024
16BT03373A,16SO480782,7635 S EAST END AVE,7635,S,EAST END,AVE,8,Buildings,3/2/17,Liable,"$1,600 ",$75 ,104035
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,79014
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,138106
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,138026
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,63024
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,70024
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,41063
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,70014
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,104025
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,104035
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,196029
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,190019
16BT02152A,16S0474561,9127 S ADA ST,9127,S,ADA,ST,21,Buildings,3/7/17,Liable,"$1,600 ",$75 ,169017
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,79014
16BT00511A,15CO462176,4750 S FORRESTVILLE AVE,4750,S,FORRESTVILLE,AVE,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,67014
16BT00511A,15CO462176,4750 S FORRESTVILLE AVE,4750,S,FORRESTVILLE,AVE,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,61014
16BT00511A,15CO462176,510 E 48TH ST,510,E,48TH,ST,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,104015
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,190029
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,41063
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,73014
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,138056
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,76044
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,104035
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,61014
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,70024
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,2010
16BT01776A,16CO471183,3220 S ABERDEEN ST,3220,S,ABERDEEN,ST,11,Buildings,1/10/17,Liable,"$1,600 ",$75 ,61034
16BT00511A,15CO462176,510 E 48TH ST,510,E,48TH,ST,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,198019
16BT00511A,15CO462176,4750 S FORRESTVILLE AVE,4750,S,FORRESTVILLE,AVE,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,190019
16BT00511A,15CO462176,4750 S FORRESTVILLE AVE,4750,S,FORRESTVILLE,AVE,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,104015
16BT00511A,15CO462176,510 E 48TH ST,510,E,48TH,ST,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,190019
16BT00511A,15CO462176,510 E 48TH ST,510,E,48TH,ST,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,65014
16BT00511A,15CO462176,510 E 48TH ST,510,E,48TH,ST,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,67014
16BT00511A,15CO462176,4750 S FORRESTVILLE AVE,4750,S,FORRESTVILLE,AVE,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,62024
16BT00511A,15CO462176,4750 S FORRESTVILLE AVE,4750,S,FORRESTVILLE,AVE,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,198019
16BT00511A,15CO462176,4750 S FORRESTVILLE AVE,4750,S,FORRESTVILLE,AVE,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,65014
16BT00511A,15CO462176,510 E 48TH ST,510,E,48TH,ST,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,62024
16BT00511A,15CO462176,510 E 48TH ST,510,E,48TH,ST,3,Buildings,2/7/17,Liable,"$1,600 ",$75 ,61014
16BT05466A,16W0494527,1435 N LONG AVE,1435,N,LONG,AVE,37,Buildings,3/7/17,Default,"$1,500 ",$40 ,3022
16BT05466A,16W0494527,1435 N LONG AVE,1435,N,LONG,AVE,37,Buildings,3/7/17,Default,"$1,500 ",$40 ,155017
16BT05466A,16W0494527,1435 N LONG AVE,1435,N,LONG,AVE,37,Buildings,3/7/17,Default,"$1,500 ",$40 ,154027
17BT01379A,17SH0511073,255 W 111TH PL,255,W,111TH,PL,34,Buildings,3/7/17,Liable,"$1,500 ",$40 ,154027
17BT01379A,17SH0511073,255 W 111TH PL,255,W,111TH,PL,34,Buildings,3/7/17,Liable,"$1,500 ",$40 ,197087
17BT01379A,17SH0511073,255 W 111TH PL,255,W,111TH,PL,34,Buildings,3/7/17,Liable,"$1,500 ",$40 ,132016
17BT01379A,17SH0511073,255 W 111TH PL,255,W,111TH,PL,34,Buildings,3/7/17,Liable,"$1,500 ",$40 ,132046
17BT01379A,17SH0511073,255 W 111TH PL,255,W,111TH,PL,34,Buildings,3/7/17,Liable,"$1,500 ",$40 ,197019
16BT05956A,16L0496900,1962 E 71ST PL,1962,E,71ST,PL,5,Buildings,3/10/17,Default,"$1,500 ",$40 ,220023
16BT05956A,16L0496900,7112 S JEFFERY BLVD,7112,S,JEFFERY,BLVD,5,Buildings,3/10/17,Default,"$1,500 ",$40 ,220084
16BT05956A,16L0496900,7112 S JEFFERY BLVD,7112,S,JEFFERY,BLVD,5,Buildings,3/10/17,Default,"$1,500 ",$40 ,220034
16BT05956A,16L0496900,7112 S JEFFERY BLVD,7112,S,JEFFERY,BLVD,5,Buildings,3/10/17,Default,"$1,500 ",$40 ,220023
16BT05956A,16L0496900,1962 E 71ST PL,1962,E,71ST,PL,5,Buildings,3/10/17,Default,"$1,500 ",$40 ,220034
16BT05956A,16L0496900,1962 E 71ST PL,1962,E,71ST,PL,5,Buildings,3/10/17,Default,"$1,500 ",$40 ,220084
16BT05297A,16P0493542,7419 S CHAPPEL AVE,7419,S,CHAPPEL,AVE,8,Buildings,1/3/17,Default,"$1,500 ",$40 ,153017
16BT05570A,16L0495010,6603 S ABERDEEN ST,6603,S,ABERDEEN,ST,6,Buildings,1/3/17,Default,"$1,500 ",$40 ,220019
16BT05570A,16L0495010,6603 S ABERDEEN ST,6603,S,ABERDEEN,ST,6,Buildings,1/3/17,Default,"$1,500 ",$40 ,220018
16BT05297A,16P0493542,7419 S CHAPPEL AVE,7419,S,CHAPPEL,AVE,8,Buildings,1/3/17,Default,"$1,500 ",$40 ,157047
16BT06600A,16SH0504951,7910 S INGLESIDE AVE,7910,S,INGLESIDE,AVE,8,Buildings,1/3/17,Default,"$1,500 ",$40 ,132016
16BT06600A,16SH0504951,7910 S INGLESIDE AVE,7910,S,INGLESIDE,AVE,8,Buildings,1/3/17,Default,"$1,500 ",$40 ,154027
16BT05297A,16P0493542,7419 S CHAPPEL AVE,7419,S,CHAPPEL,AVE,8,Buildings,1/3/17,Default,"$1,500 ",$40 ,159017
16BT05570A,16L0495010,6603 S ABERDEEN ST,6603,S,ABERDEEN,ST,6,Buildings,1/3/17,Default,"$1,500 ",$40 ,220024
16BT06600A,16SH0504951,7910 S INGLESIDE AVE,7910,S,INGLESIDE,AVE,8,Buildings,1/3/17,Default,"$1,500 ",$40 ,46013
16BT06600A,16SH0504951,7910 S INGLESIDE AVE,7910,S,INGLESIDE,AVE,8,Buildings,1/3/17,Default,"$1,500 ",$40 ,197019
16BT06061A,16W0497646,4943 W VAN BUREN ST,4943,W,VAN BUREN,ST,29,Buildings,2/1/17,Default,"$1,500 ",$40 ,41063
16BT06061A,16W0497646,4943 W VAN BUREN ST,4943,W,VAN BUREN,ST,29,Buildings,2/1/17,Default,"$1,500 ",$40 ,138106
16BT06061A,16W0497646,4943 W VAN BUREN ST,4943,W,VAN BUREN,ST,29,Buildings,2/1/17,Default,"$1,500 ",$40 ,77044
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,2020
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,200002
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,104015
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,138056
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,197087
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,190019
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,76014
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,136016
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,104025
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,73024
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,138106
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,196029
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,192019
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,197019
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,141016
17BT00645A,16S0504470,8222 S COLES AVE,8222,S,COLES,AVE,7,Buildings,2/6/17,Liable,"$1,500 ",$40 ,140016
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,5022
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,2010
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,162017
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,106015
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,136026
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,151037
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,101015
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,105035
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,70014
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,157047
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,103035
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,4012
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,197019
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,134026
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,103015
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,196029
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,2071
15BT05959A,15SO458790,9210 S ELLIS AVE,9210,S,ELLIS,AVE,8,Buildings,3/9/17,Liable,"$1,500 ",$75 ,134016
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,70024
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,104035
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,190019
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,104055
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,104025
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,70014
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,138066
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,65014
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,77014
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,65034
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,62014
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,61014
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,63024
15BT05239A,15SO454963,8011 S RHODES AVE,8011,S,RHODES,AVE,6,Buildings,1/10/17,Liable,"$1,300 ",$75 ,79014
16BT02901A,16S0481602,10401 S CORLISS AVE,10401,S,CORLISS,AVE,9,Buildings,1/4/17,Liable,"$1,250 ",$75 ,138056
16BT02901A,16S0481602,10401 S CORLISS AVE,10401,S,CORLISS,AVE,9,Buildings,1/4/17,Liable,"$1,250 ",$75 ,61014
16BT02901A,16S0481602,10401 S CORLISS AVE,10401,S,CORLISS,AVE,9,Buildings,1/4/17,Liable,"$1,250 ",$75 ,70024
16BT02901A,16S0481602,10401 S CORLISS AVE,10401,S,CORLISS,AVE,9,Buildings,1/4/17,Liable,"$1,250 ",$75 ,198019
16BT02901A,16S0481602,10401 S CORLISS AVE,10401,S,CORLISS,AVE,9,Buildings,1/4/17,Liable,"$1,250 ",$75 ,74014
16BT02901A,16S0481602,10401 S CORLISS AVE,10401,S,CORLISS,AVE,9,Buildings,1/4/17,Liable,"$1,250 ",$75 ,77014
16BT02901A,16S0481602,10401 S CORLISS AVE,10401,S,CORLISS,AVE,9,Buildings,1/4/17,Liable,"$1,250 ",$75 ,190019
16BT02901A,16S0481602,10401 S CORLISS AVE,10401,S,CORLISS,AVE,9,Buildings,1/4/17,Liable,"$1,250 ",$75 ,69014
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,65034
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,162017
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,133016
16BT05347A,16SO493904,1649 W 82ND ST,1649,W,82ND,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,220020
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,153017
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,220027
16BT05347A,16SO493904,1649 W 82ND ST,1649,W,82ND,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,65034
16BT05347A,16SO493904,1649 W 82ND ST,1649,W,82ND,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,5012
16BT05347A,16SO493904,1649 W 82ND ST,1649,W,82ND,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,136016
16BT05347A,16SO493904,1649 W 82ND ST,1649,W,82ND,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,133016
16BT05347A,16SO493904,1649 W 82ND ST,1649,W,82ND,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,162017
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,196029
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,5012
16BT05347A,16SO493904,1649 W 82ND ST,1649,W,82ND,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,190019
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,136016
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,220020
16BT05347A,16SO493904,8201 S PAULINA ST,8201,S,PAULINA,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,198019
16BT05347A,16SO493904,1649 W 82ND ST,1649,W,82ND,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,196029
16BT05347A,16SO493904,1649 W 82ND ST,1649,W,82ND,ST,21,Buildings,3/2/17,Default,"$1,200 ",$40 ,220027
