DOCKET NUMBER,NOV NUMBER,ADDRESS,STREET NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,WARD,ISSUING DEPARTMENT,HEARING DATE,CASE DISPOSITION,IMPOSED FINE,ADMIN COSTS,VIOLATION CODE
16BT05265A,16S0493492,8232 S DREXEL AVE,8232,S,DREXEL,AVE,8,Buildings,7/11/17,Continuance,$0 ,$0 ,136016
16BT02524A,16SO475838,6511 S RHODES AVE,6511,S,RHODES,AVE,20,Buildings,6/9/17,Continuance,$0 ,$0 ,2061
16BT03597A,16S0483832,7915 S DOBSON AVE,7915,S,DOBSON,AVE,8,Buildings,5/9/17,Continuance,$0 ,$0 ,196029
16BT02524A,16SO475838,6511 S RHODES AVE,6511,S,RHODES,AVE,20,Buildings,6/9/17,Continuance,$0 ,$0 ,104015
16BT03597A,16S0483832,7915 S DOBSON AVE,7915,S,DOBSON,AVE,8,Buildings,5/9/17,Continuance,$0 ,$0 ,63014
16BT05265A,16S0493492,8232 S DREXEL AVE,8232,S,DREXEL,AVE,8,Buildings,7/11/17,Continuance,$0 ,$0 ,63014
16BT02524A,16SO475838,6511 S RHODES AVE,6511,S,RHODES,AVE,20,Buildings,6/9/17,Continuance,$0 ,$0 ,2011
16BT05265A,16S0493492,8232 S DREXEL AVE,8232,S,DREXEL,AVE,8,Buildings,7/11/17,Continuance,$0 ,$0 ,131016
16BT06012A,16SO497394,1515 E 67TH PL,1515,E,67TH,PL,5,Buildings,9/11/17,Continuance,$0 ,$0 ,62034
16BT06012A,16SO497394,1515 E 67TH PL,1515,E,67TH,PL,5,Buildings,9/11/17,Continuance,$0 ,$0 ,64014
16BT05265A,16S0493492,8232 S DREXEL AVE,8232,S,DREXEL,AVE,8,Buildings,7/11/17,Continuance,$0 ,$0 ,165017
16BT03597A,16S0483832,7915 S DOBSON AVE,7915,S,DOBSON,AVE,8,Buildings,5/9/17,Continuance,$0 ,$0 ,104035
16BT06259A,16T0498776,5371 S ROCKWELL ST,5371,S,ROCKWELL,ST,14,Buildings,4/4/17,Continuance,$0 ,$0 ,2022
16BT06012A,16SO497394,1515 E 67TH PL,1515,E,67TH,PL,5,Buildings,9/11/17,Continuance,$0 ,$0 ,41063
16BT06012A,16SO497394,1515 E 67TH PL,1515,E,67TH,PL,5,Buildings,9/11/17,Continuance,$0 ,$0 ,65014
16BT05265A,16S0493492,8232 S DREXEL AVE,8232,S,DREXEL,AVE,8,Buildings,7/11/17,Continuance,$0 ,$0 ,160017
16BT06012A,16SO497394,1515 E 67TH PL,1515,E,67TH,PL,5,Buildings,9/11/17,Continuance,$0 ,$0 ,190019
16BT06012A,16SO497394,1515 E 67TH PL,1515,E,67TH,PL,5,Buildings,9/11/17,Continuance,$0 ,$0 ,63024
16BT06012A,16SO497394,1515 E 67TH PL,1515,E,67TH,PL,5,Buildings,9/11/17,Continuance,$0 ,$0 ,61014
16BT03597A,16S0483832,7915 S DOBSON AVE,7915,S,DOBSON,AVE,8,Buildings,5/9/17,Continuance,$0 ,$0 ,197019
16BT02524A,16SO475838,6511 S RHODES AVE,6511,S,RHODES,AVE,20,Buildings,6/9/17,Continuance,$0 ,$0 ,2021
16BT05613A,16C0495160,3636 S EMERALD AVE,3636,S,EMERALD,AVE,11,Buildings,4/5/17,Continuance,$0 ,$0 ,74024
17BT01228A,17C0508766,609 S WABASH AVE,609,S,WABASH,AVE,42,Buildings,5/10/17,Continuance,$0 ,$0 ,15062
16BT05613A,16C0495160,3636 S EMERALD AVE,3636,S,EMERALD,AVE,11,Buildings,4/5/17,Continuance,$0 ,$0 ,62024
16BT06103A,16WO498278,2356 W 63RD ST,2356,W,63RD,ST,16,Buildings,4/11/17,Continuance,$0 ,$0 ,67024
16BT05084A,16S0492298,9328 S PHILLIPS AVE,9328,S,PHILLIPS,AVE,7,Buildings,6/9/17,Continuance,$0 ,$0 ,70024
16BT06115A,16C0498276,1700 W 18TH ST,1700,W,18TH,ST,25,Buildings,6/9/17,Continuance,$0 ,$0 ,15062
16BT02570A,16C0476356,5046 S LAFLIN ST,5046,S,LAFLIN,ST,20,Buildings,4/5/17,Continuance,$0 ,$0 ,61014
17BT00066A,16WH505367,4040 W CONGRESS PKWY,4040,W,CONGRESS,PKWY,28,Buildings,1/10/17,Non-Suit,$0 ,$0 ,132016
17BT00058A,16SO501124,10801 S HOXIE AVE,10801,S,HOXIE,AVE,10,Buildings,5/10/17,Continuance,$0 ,$0 ,77014
17BT00921A,16P0506314,4217 W 63RD ST,4217,W,63RD,ST,23,Buildings,4/4/17,Continuance,$0 ,$0 ,231060
16BT05549A,16W0494997,1846 S SAWYER AVE,1846,S,SAWYER,AVE,24,Buildings,1/10/17,Non-Suit,$0 ,$0 ,101015
17BT00428A,16SO503350,7734 S EUCLID AVE,7734,S,EUCLID,AVE,8,Buildings,4/7/17,Continuance,$0 ,$0 ,61034
16BT04184A,16S0486045,7959 S CONSTANCE AVE,7959,S,CONSTANCE,AVE,8,Buildings,5/4/17,Continuance,$0 ,$0 ,70024
17BT00767A,16W0505796,4459 S WASHTENAW AVE,4459,S,WASHTENAW,AVE,15,Buildings,4/10/17,Continuance,$0 ,$0 ,190019
16BT05084A,16S0492298,9328 S PHILLIPS AVE,9328,S,PHILLIPS,AVE,7,Buildings,6/9/17,Continuance,$0 ,$0 ,76034
16BT01845A,16S0472914,10504 S AVENUE L,10504,S,AVENUE L,,10,Buildings,6/8/17,Continuance,$0 ,$0 ,70024
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,101015
16BT02570A,16C0476356,1500 W 51ST ST,1500,W,51ST,ST,20,Buildings,4/5/17,Continuance,$0 ,$0 ,61014
16BT02570A,16C0476356,1500 W 51ST ST,1500,W,51ST,ST,20,Buildings,4/5/17,Continuance,$0 ,$0 ,70024
16BT02570A,16C0476356,1500 W 51ST ST,1500,W,51ST,ST,20,Buildings,4/5/17,Continuance,$0 ,$0 ,190019
16BT03788A,16SO484335,4022 N MOZART ST,4022,N,MOZART,ST,33,Buildings,2/9/17,Non-Suit,$0 ,$0 ,65014
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,104015
16BT05395A,16S0493963,2227 E 70TH PL,2227,E,70TH,PL,5,Buildings,8/9/17,Continuance,$0 ,$0 ,65034
17BT01236A,17C0508904,832 S WABASH AVE,832,S,WABASH,AVE,4,Buildings,5/11/17,Continuance,$0 ,$0 ,15062
16BT05395A,16S0493963,2227 E 70TH PL,2227,E,70TH,PL,5,Buildings,8/9/17,Continuance,$0 ,$0 ,63014
16BT06343A,16DR0500948,5433 S MILLARD AVE,5433,S,MILLARD,AVE,23,Buildings,4/6/17,Continuance,$0 ,$0 ,3032
16BT05762A,16SO496000,9117 S COMMERCIAL AVE,9117,S,COMMERCIAL,AVE,10,Buildings,8/9/17,Continuance,$0 ,$0 ,190019
16BT05395A,16S0493963,2227 E 70TH PL,2227,E,70TH,PL,5,Buildings,8/9/17,Continuance,$0 ,$0 ,198019
17BT01247A,17LO509178,2128 N SPAULDING AVE,2128,N,SPAULDING,AVE,26,Buildings,5/11/17,Continuance,$0 ,$0 ,220084
17BT01262A,17T0508887,8009 S MORGAN ST,8009,S,MORGAN,ST,21,Buildings,5/12/17,Continuance,$0 ,$0 ,2022
16BT05762A,16SO496000,9117 S COMMERCIAL AVE,9117,S,COMMERCIAL,AVE,10,Buildings,8/9/17,Continuance,$0 ,$0 ,105015
16BT05395A,16S0493963,2227 E 70TH PL,2227,E,70TH,PL,5,Buildings,8/9/17,Continuance,$0 ,$0 ,104015
17BT01253A,17SO509176,1809 W 88TH ST,1809,W,88TH,ST,21,Buildings,8/10/17,Continuance,$0 ,$0 ,70024
16BT05395A,16S0493963,7034 S CRANDON AVE,7034,S,CRANDON,AVE,5,Buildings,8/9/17,Continuance,$0 ,$0 ,131016
17BT01236A,17C0508904,832 S WABASH AVE,832,S,WABASH,AVE,4,Buildings,5/11/17,Continuance,$0 ,$0 ,6022
17BT01236A,17C0508904,832 S WABASH AVE,832,S,WABASH,AVE,4,Buildings,5/11/17,Continuance,$0 ,$0 ,220027
17BT00087A,16S0501408,8756 S MANISTEE AVE,8756,S,MANISTEE,AVE,7,Buildings,4/11/17,Continuance,$0 ,$0 ,61014
16BT05762A,16SO496000,9117 S COMMERCIAL AVE,9117,S,COMMERCIAL,AVE,10,Buildings,8/9/17,Continuance,$0 ,$0 ,105085
16BT05762A,16SO496000,9117 S COMMERCIAL AVE,9117,S,COMMERCIAL,AVE,10,Buildings,8/9/17,Continuance,$0 ,$0 ,107035
16BT05762A,16SO496000,9117 S COMMERCIAL AVE,9117,S,COMMERCIAL,AVE,10,Buildings,8/9/17,Continuance,$0 ,$0 ,2011
16BT05395A,16S0493963,2227 E 70TH PL,2227,E,70TH,PL,5,Buildings,8/9/17,Continuance,$0 ,$0 ,190020
17BT01253A,17SO509176,8800 S WOOD ST,8800,S,WOOD,ST,21,Buildings,8/10/17,Continuance,$0 ,$0 ,70014
17BT01262A,17T0508887,8009 S MORGAN ST,8009,S,MORGAN,ST,21,Buildings,5/12/17,Continuance,$0 ,$0 ,2021
17BT01261A,17LO508913,4307 S ELLIS AVE,4307,S,ELLIS,AVE,4,Buildings,5/4/17,Continuance,$0 ,$0 ,2022
16BT05395A,16S0493963,7034 S CRANDON AVE,7034,S,CRANDON,AVE,5,Buildings,8/9/17,Continuance,$0 ,$0 ,104015
16BT05762A,16SO496000,9117 S COMMERCIAL AVE,9117,S,COMMERCIAL,AVE,10,Buildings,8/9/17,Continuance,$0 ,$0 ,61014
16BT05395A,16S0493963,2227 E 70TH PL,2227,E,70TH,PL,5,Buildings,8/9/17,Continuance,$0 ,$0 ,101015
16BT05395A,16S0493963,7034 S CRANDON AVE,7034,S,CRANDON,AVE,5,Buildings,8/9/17,Continuance,$0 ,$0 ,61014
16BT05762A,16SO496000,9117 S COMMERCIAL AVE,9117,S,COMMERCIAL,AVE,10,Buildings,8/9/17,Continuance,$0 ,$0 ,131016
17BT01253A,17SO509176,8800 S WOOD ST,8800,S,WOOD,ST,21,Buildings,8/10/17,Continuance,$0 ,$0 ,70024
16BT01654A,16TO469613,541 N KEDZIE AVE,541,N,KEDZIE,AVE,27,Buildings,5/12/17,Continuance,$0 ,$0 ,2011
16BT05660A,16NO495485,3055 N MANGO AVE,3055,N,MANGO,AVE,30,Buildings,9/1/17,Continuance,$0 ,$0 ,197087
16BT02267A,16W0475146,7116 S MORGAN ST,7116,S,MORGAN,ST,6,Buildings,4/7/17,Continuance,$0 ,$0 ,196029
16BT02267A,16W0475146,7116 S MORGAN ST,7116,S,MORGAN,ST,6,Buildings,4/7/17,Continuance,$0 ,$0 ,70024
17BT01295A,17TO509300,11363 S MAY ST,11363,S,MAY,ST,34,Buildings,5/12/17,Continuance,$0 ,$0 ,2011
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,76084
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,76024
16BT02267A,16W0475146,7116 S MORGAN ST,7116,S,MORGAN,ST,6,Buildings,4/7/17,Continuance,$0 ,$0 ,67024
16BT05817A,16SO496291,8412 S DREXEL AVE,8412,S,DREXEL,AVE,8,Buildings,6/5/17,Continuance,$0 ,$0 ,70034
17BT00059A,16W0501282,3104 W POLK ST,3104,W,POLK,ST,24,Buildings,5/9/17,Continuance,$0 ,$0 ,70024
16BT02570A,16C0476356,5046 S LAFLIN ST,5046,S,LAFLIN,ST,20,Buildings,4/5/17,Continuance,$0 ,$0 ,196029
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,104015
17BT01281A,17S0509338,6751 S CHAPPEL AVE,6751,S,CHAPPEL,AVE,5,Buildings,8/11/17,Continuance,$0 ,$0 ,2021
16BT01841A,16W0472909,309 N CENTRAL AVE,309,N,CENTRAL,AVE,37,Buildings,5/5/17,Continuance,$0 ,$0 ,196029
16BT01841A,16W0472909,309 N CENTRAL AVE,309,N,CENTRAL,AVE,37,Buildings,5/5/17,Continuance,$0 ,$0 ,2071
16BT05660A,16NO495485,3055 N MANGO AVE,3055,N,MANGO,AVE,30,Buildings,9/1/17,Continuance,$0 ,$0 ,15062
16BT03053A,16W0479038,2800 S SPRINGFIELD AVE,2800,S,SPRINGFIELD,AVE,22,Buildings,5/9/17,Continuance,$0 ,$0 ,190019
16BT04954A,16LO490860,3326 N CLARK ST,3326,N,CLARK,ST,44,Buildings,4/7/17,Continuance,$0 ,$0 ,220096
16BT05549A,16W0494997,1846 S SAWYER AVE,1846,S,SAWYER,AVE,24,Buildings,1/10/17,Non-Suit,$0 ,$0 ,197079
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,70024
16BT05660A,16NO495485,3055 N MANGO AVE,3055,N,MANGO,AVE,30,Buildings,9/1/17,Continuance,$0 ,$0 ,2011
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,2011
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,70014
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,77014
17BT01281A,17S0509338,2040 E 68TH ST,2040,E,68TH,ST,5,Buildings,8/11/17,Continuance,$0 ,$0 ,104015
16BT05660A,16NO495485,3055 N MANGO AVE,3055,N,MANGO,AVE,30,Buildings,9/1/17,Continuance,$0 ,$0 ,197079
16BT01841A,16W0472909,309 N CENTRAL AVE,309,N,CENTRAL,AVE,37,Buildings,5/5/17,Continuance,$0 ,$0 ,190019
16BT05660A,16NO495485,3055 N MANGO AVE,3055,N,MANGO,AVE,30,Buildings,9/1/17,Continuance,$0 ,$0 ,190019
17BT01281A,17S0509338,6751 S CHAPPEL AVE,6751,S,CHAPPEL,AVE,5,Buildings,8/11/17,Continuance,$0 ,$0 ,104015
16BT05660A,16NO495485,3055 N MANGO AVE,3055,N,MANGO,AVE,30,Buildings,9/1/17,Continuance,$0 ,$0 ,70014
16BT05137A,16T0492556,4452 S SAWYER AVE,4452,S,SAWYER,AVE,14,Buildings,5/9/17,Continuance,$0 ,$0 ,2011
17BT01281A,17S0509338,2040 E 68TH ST,2040,E,68TH,ST,5,Buildings,8/11/17,Continuance,$0 ,$0 ,2021
17BT01295A,17TO509300,11363 S MAY ST,11363,S,MAY,ST,34,Buildings,5/12/17,Continuance,$0 ,$0 ,2022
16BT02267A,16W0475146,7116 S MORGAN ST,7116,S,MORGAN,ST,6,Buildings,4/7/17,Continuance,$0 ,$0 ,190019
16BT05660A,16NO495485,3055 N MANGO AVE,3055,N,MANGO,AVE,30,Buildings,9/1/17,Continuance,$0 ,$0 ,2071
16BT01841A,16W0472909,309 N CENTRAL AVE,309,N,CENTRAL,AVE,37,Buildings,5/5/17,Continuance,$0 ,$0 ,2011
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,104035
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,138066
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,190019
16BT02267A,16W0475146,7116 S MORGAN ST,7116,S,MORGAN,ST,6,Buildings,4/7/17,Continuance,$0 ,$0 ,77014
16BT01654A,16TO469613,541 N KEDZIE AVE,541,N,KEDZIE,AVE,27,Buildings,5/12/17,Continuance,$0 ,$0 ,2022
17BT01256A,17N0509202,2421 N KILDARE AVE,2421,N,KILDARE,AVE,31,Buildings,8/11/17,Continuance,$0 ,$0 ,65024
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,73054
17BT00798A,16W0505782,2258 N MANGO AVE,2258,N,MANGO,AVE,36,Buildings,4/5/17,Continuance,$0 ,$0 ,62024
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,45013
16BT02570A,16C0476356,5046 S LAFLIN ST,5046,S,LAFLIN,ST,20,Buildings,4/5/17,Continuance,$0 ,$0 ,70024
16BT02570A,16C0476356,1500 W 51ST ST,1500,W,51ST,ST,20,Buildings,4/5/17,Continuance,$0 ,$0 ,138106
16BT05698A,16W0495697,3348 W 21ST ST,3348,W,21ST,ST,24,Buildings,5/1/17,Continuance,$0 ,$0 ,138106
16BT05084A,16S0492298,9328 S PHILLIPS AVE,9328,S,PHILLIPS,AVE,7,Buildings,6/9/17,Continuance,$0 ,$0 ,103015
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,15012
17BT00428A,16SO503350,7734 S EUCLID AVE,7734,S,EUCLID,AVE,8,Buildings,4/7/17,Continuance,$0 ,$0 ,63014
16BT04020A,16TO485546,1927 N CENTRAL PARK AVE,1927,N,CENTRAL PARK,AVE,1,Buildings,5/12/17,Continuance,$0 ,$0 ,2021
16BT04024A,16NO485595,3194 N ELSTON AVE,3194,N,ELSTON,AVE,33,Buildings,6/9/17,Continuance,$0 ,$0 ,62034
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,103015
16BT06098A,16WO498282,4856 W NORTH AVE,4856,W,NORTH,AVE,37,Buildings,4/7/17,Continuance,$0 ,$0 ,101025
16BT06103A,16WO498278,6253 S WESTERN VIA,6253,S,WESTERN,VIA,16,Buildings,4/11/17,Continuance,$0 ,$0 ,61014
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,74014
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,196029
16BT03282A,16WO480088,5415 W QUINCY ST,5415,W,QUINCY,ST,29,Buildings,7/10/17,Continuance,$0 ,$0 ,73044
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,135016
16BT05757A,16WO496013,3402 W FLOURNOY ST,3402,W,FLOURNOY,ST,24,Buildings,6/7/17,Continuance,$0 ,$0 ,136016
16BT06144A,16S0498661,2922 E 78TH ST,2922,E,78TH,ST,7,Buildings,4/10/17,Continuance,$0 ,$0 ,197019
16BT04727A,16P0489403,5714 S PRAIRIE AVE,5714,S,PRAIRIE,AVE,20,Buildings,1/10/17,Non-Suit,$0 ,$0 ,171017
16BT01209A,15S0465204,12800 S PARNELL AVE,12800,S,PARNELL,AVE,9,Buildings,4/11/17,Continuance,$0 ,$0 ,67014
16BT05549A,16W0494997,1846 S SAWYER AVE,1846,S,SAWYER,AVE,24,Buildings,1/10/17,Non-Suit,$0 ,$0 ,62014
16BT03053A,16W0479038,2800 S SPRINGFIELD AVE,2800,S,SPRINGFIELD,AVE,22,Buildings,5/9/17,Continuance,$0 ,$0 ,65014
17BT00071A,16CO501270,4446 S HERMITAGE AVE,4446,S,HERMITAGE,AVE,15,Buildings,5/10/17,Continuance,$0 ,$0 ,74024
16BT05699A,16W0495695,4251 W FIFTH AVE,4251,W,FIFTH,AVE,24,Buildings,4/3/17,Continuance,$0 ,$0 ,73024
16BT05085A,16N0492299,2650 W GREENLEAF AVE,2650,W,GREENLEAF,AVE,50,Buildings,7/7/17,Continuance,$0 ,$0 ,76044
17BT00071A,16CO501270,4446 S HERMITAGE AVE,4446,S,HERMITAGE,AVE,15,Buildings,5/10/17,Continuance,$0 ,$0 ,104035
16BT06391A,16L0499812,1953 S ST LOUIS AVE,1953,S,ST LOUIS,AVE,24,Buildings,4/7/17,Continuance,$0 ,$0 ,220029
17BT00019A,16S0501102,8716 S EXCHANGE AVE,8716,S,EXCHANGE,AVE,10,Buildings,6/2/17,Continuance,$0 ,$0 ,76034
16BT05285A,16NO494665,2450 N RICHMOND ST,2450,N,RICHMOND,ST,32,Buildings,1/10/17,Non-Suit,$0 ,$0 ,63014
16BT02570A,16C0476356,1500 W 51ST ST,1500,W,51ST,ST,20,Buildings,4/5/17,Continuance,$0 ,$0 ,196029
16BN00281A,16F0501064,4956 W HURON ST,4956,W,HURON,ST,37,Buildings,4/10/17,Continuance,$0 ,$0 ,220085
16BT05817A,16SO496291,8412 S DREXEL AVE,8412,S,DREXEL,AVE,8,Buildings,6/5/17,Continuance,$0 ,$0 ,133016
16BT03444A,16LO481242,5257 W FULTON ST,5257,W,FULTON,ST,28,Buildings,7/3/17,Continuance,$0 ,$0 ,220025
16BN00199A,16FO487001,1818 S ST LOUIS AVE,1818,S,ST LOUIS,AVE,24,Buildings,5/8/17,Continuance,$0 ,$0 ,70024
17BT00010A,16N0501085,917 W IRVING PARK RD,917,W,IRVING PARK,RD,46,Buildings,8/7/17,Continuance,$0 ,$0 ,190019
16BT06462A,16S0500199,7500 S COTTAGE GROVE AVE,7500,S,COTTAGE GROVE,AVE,6,Buildings,5/4/17,Continuance,$0 ,$0 ,73024
17BT00071A,16CO501270,4446 S HERMITAGE AVE,4446,S,HERMITAGE,AVE,15,Buildings,5/10/17,Continuance,$0 ,$0 ,74014
17BT00071A,16CO501270,4446 S HERMITAGE AVE,4446,S,HERMITAGE,AVE,15,Buildings,5/10/17,Continuance,$0 ,$0 ,70014
17BT00062A,16SO501231,8001 S WOOD ST,8001,S,WOOD,ST,17,Buildings,5/9/17,Continuance,$0 ,$0 ,65014
16BT02570A,16C0476356,5046 S LAFLIN ST,5046,S,LAFLIN,ST,20,Buildings,4/5/17,Continuance,$0 ,$0 ,190029
17BT00999A,17W0507468,330 N PINE AVE,330,N,PINE,AVE,37,Buildings,4/12/17,Continuance,$0 ,$0 ,73044
17BT00058A,16SO501124,10801 S HOXIE AVE,10801,S,HOXIE,AVE,10,Buildings,5/10/17,Continuance,$0 ,$0 ,190019
16BT04350A,16S0487366,7413 S CHAPPEL AVE,7413,S,CHAPPEL,AVE,8,Buildings,5/4/17,Continuance,$0 ,$0 ,65034
16BT04184A,16S0486045,7959 S CONSTANCE AVE,7959,S,CONSTANCE,AVE,8,Buildings,5/4/17,Continuance,$0 ,$0 ,61014
16BN00281A,16F0501064,4956 W HURON ST,4956,W,HURON,ST,37,Buildings,4/10/17,Continuance,$0 ,$0 ,62024
16BT03053A,16W0479038,2800 S SPRINGFIELD AVE,2800,S,SPRINGFIELD,AVE,22,Buildings,5/9/17,Continuance,$0 ,$0 ,61014
16BT05330A,16L0493862,6548 S HONORE ST,6548,S,HONORE,ST,15,Buildings,1/10/17,Non-Suit,$0 ,$0 ,220018
16BT06462A,16S0500199,749 E 75TH ST,749,E,75TH,ST,6,Buildings,5/4/17,Continuance,$0 ,$0 ,105055
17BT00071A,16CO501270,4446 S HERMITAGE AVE,4446,S,HERMITAGE,AVE,15,Buildings,5/10/17,Continuance,$0 ,$0 ,131016
16BT06462A,16S0500199,749 E 75TH ST,749,E,75TH,ST,6,Buildings,5/4/17,Continuance,$0 ,$0 ,70024
17BT00058A,16SO501124,10801 S HOXIE AVE,10801,S,HOXIE,AVE,10,Buildings,5/10/17,Continuance,$0 ,$0 ,74014
16BT04645A,16S0488815,8245 S VERNON AVE,8245,S,VERNON,AVE,6,Buildings,5/10/17,Continuance,$0 ,$0 ,67014
16BT05662A,16S0495493,7709 S PEORIA ST,7709,S,PEORIA,ST,17,Buildings,5/1/17,Continuance,$0 ,$0 ,134036
16BT06237A,16L0499205,30 E 118TH PL,30,E,118TH,PL,9,Buildings,4/3/17,Continuance,$0 ,$0 ,220029
16BT04645A,16S0488815,8245 S VERNON AVE,8245,S,VERNON,AVE,6,Buildings,5/10/17,Continuance,$0 ,$0 ,65034
16BT06437A,16NO499985,4217 W LAWRENCE AVE,4217,W,LAWRENCE,AVE,39,Buildings,5/2/17,Continuance,$0 ,$0 ,138056
16BT06462A,16S0500199,749 E 75TH ST,749,E,75TH,ST,6,Buildings,5/4/17,Continuance,$0 ,$0 ,101015
16BT06462A,16S0500199,749 E 75TH ST,749,E,75TH,ST,6,Buildings,5/4/17,Continuance,$0 ,$0 ,162017
16BT06462A,16S0500199,7500 S COTTAGE GROVE AVE,7500,S,COTTAGE GROVE,AVE,6,Buildings,5/4/17,Continuance,$0 ,$0 ,105055
16BT06462A,16S0500199,7500 S COTTAGE GROVE AVE,7500,S,COTTAGE GROVE,AVE,6,Buildings,5/4/17,Continuance,$0 ,$0 ,61014
16BT02207A,16S0474990,6610 S GREEN ST,6610,S,GREEN,ST,6,Buildings,5/5/17,Continuance,$0 ,$0 ,15062
17BT00059A,16W0501282,3104 W POLK ST,3104,W,POLK,ST,24,Buildings,5/9/17,Continuance,$0 ,$0 ,106015
17BT00062A,16SO501231,8001 S WOOD ST,8001,S,WOOD,ST,17,Buildings,5/9/17,Continuance,$0 ,$0 ,157047
16BT03788A,16SO484335,4022 N MOZART ST,4022,N,MOZART,ST,33,Buildings,2/9/17,Non-Suit,$0 ,$0 ,77014
16BT06462A,16S0500199,749 E 75TH ST,749,E,75TH,ST,6,Buildings,5/4/17,Continuance,$0 ,$0 ,73024
17BT00105A,16S0501386,6800 S DORCHESTER AVE,6800,S,DORCHESTER,AVE,5,Buildings,7/12/17,Continuance,$0 ,$0 ,140016
16BT06275A,16N0499100,3602 W WRIGHTWOOD AVE,3602,W,WRIGHTWOOD,AVE,31,Buildings,1/12/17,Non-Suit,$0 ,$0 ,76044
16BT04645A,16S0488815,8245 S VERNON AVE,8245,S,VERNON,AVE,6,Buildings,5/10/17,Continuance,$0 ,$0 ,62034
16BT04356A,16S0487360,8152 S MARYLAND AVE,8152,S,MARYLAND,AVE,8,Buildings,1/11/17,Non-Suit,$0 ,$0 ,131026
16BT04017A,16NO485576,2635 W GRANVILLE AVE,2635,W,GRANVILLE,AVE,40,Buildings,1/12/17,Non-Suit,$0 ,$0 ,194039
17BT00153A,16NO501538,6819 N SEELEY AVE,6819,N,SEELEY,AVE,50,Buildings,1/12/17,Non-Suit,$0 ,$0 ,194019
16BT02956A,16C0478619,2410 S PRINCETON AVE,2410,S,PRINCETON,AVE,25,Buildings,4/11/17,Continuance,$0 ,$0 ,15062
16BT03462A,16WO482643,1550 S CHRISTIANA AVE,1550,S,CHRISTIANA,AVE,24,Buildings,1/12/17,Non-Suit,$0 ,$0 ,70024
16BT02833A,16W0478020,4051 W POTOMAC AVE,4051,W,POTOMAC,AVE,37,Buildings,6/1/17,Continuance,$0 ,$0 ,105015
17BT00153A,16NO501538,6819 N SEELEY AVE,6819,N,SEELEY,AVE,50,Buildings,1/12/17,Non-Suit,$0 ,$0 ,133016
17BT00105A,16S0501386,6800 S DORCHESTER AVE,6800,S,DORCHESTER,AVE,5,Buildings,7/12/17,Continuance,$0 ,$0 ,198019
16BT03931A,16L0485133,1700 N DAMEN AVE,1700,N,DAMEN,AVE,32,Buildings,5/10/17,Continuance,$0 ,$0 ,220096
16BT04645A,16S0488815,8245 S VERNON AVE,8245,S,VERNON,AVE,6,Buildings,5/10/17,Continuance,$0 ,$0 ,41063
16BT06437A,16NO499985,4217 W LAWRENCE AVE,4217,W,LAWRENCE,AVE,39,Buildings,5/2/17,Continuance,$0 ,$0 ,62034
